name,ra,dec,time,obsid,exposure,processing_status,processing_date,public_date,obs_type
MAXI_J1820+070,18 20 21.77,+07 11 10.3,2018-09-26 10:01:09,1200120265,594,VALIDATED,2018-10-04 7:16:46,2018-10-10,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 08.0,2018-09-27 4:33:48,1200120266,2817,VALIDATED,2018-10-04 8:31:25,2018-10-11,DDT_TOO
MAXI_J1820+070,18 20 21.84,+07 11 09.4,2018-09-28 3:44:08,1200120267,2349,VALIDATED,2018-10-04 10:45:14,2018-10-12,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 08.5,2018-09-28 23:49:27,1200120268,3119,VALIDATED,2018-10-04 11:54:09,2018-10-13,DDT_TOO
MAXI_J1820+070,18 20 21.91,+07 11 08.5,2018-09-30 5:10:27,1200120269,2149,VALIDATED,2018-10-04 14:53:11,2018-10-14,DDT_TOO
MAXI_J1820+070,18 20 21.67,+07 11 06.7,2018-10-01 1:15:46,1200120270,746,VALIDATED,2018-10-05 16:10:37,2018-10-15,DDT_TOO
MAXI_J1820+070,18 20 23.35,+07 11 07.8,2018-10-02 0:26:21,1200120271,10,VALIDATED,2018-10-08 0:34:56,2018-10-16,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 11 13.3,2018-10-09 23:06:21,1200120272,275,VALIDATED,2018-10-13 16:34:50,2018-10-23,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 11 11.1,2018-10-10 8:17:16,1200120273,874,VALIDATED,2018-10-14 16:35:31,2018-10-24,DDT_TOO
MAXI_J1820+070,18 20 22.49,+07 11 11.2,2018-10-11 2:24:29,1200120274,3316,VALIDATED,2018-11-28 3:25:16,2018-10-25,DDT_TOO
MAXI_J1820+070,18 20 22.13,+07 11 09.1,2018-10-12 3:03:40,1200120275,5258.99641,VALIDATED,2018-11-28 5:04:37,2018-10-26,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.9,2018-10-13 2:37:28,1200120276,2944.99318,VALIDATED,2018-10-17 20:38:31,2018-10-27,DDT_TOO
MAXI_J1820+070,18 20 21.96,+07 11 07.8,2018-10-14 4:53:56,1200120277,1767,VALIDATED,2018-10-18 16:01:13,2018-10-28,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.2,2018-10-15 10:16:01,1200120278,2589.99653,VALIDATED,2018-10-19 14:22:54,2018-10-29,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.8,2018-10-16 1:47:52,1200120279,0,VALIDATED,2018-10-21 20:04:38,2018-10-30,DDT_TOO
MAXI_J1820+070,18 20 21.96,+07 11 07.7,2018-10-19 20:24:18,1200120280,734,VALIDATED,2018-10-23 15:00:09,2018-11-02,DDT_TOO
MAXI_J1820+070,18 20 22.15,+07 11 09.2,2018-10-20 1:02:18,1200120281,3286,VALIDATED,2018-10-25 15:32:45,2018-11-03,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 07.4,2018-10-21 1:44:39,1200120282,2978,VALIDATED,2018-10-25 17:02:59,2018-11-04,DDT_TOO
MAXI_J1820+070,18 20 21.94,+07 11 06.7,2018-10-22 0:54:39,1200120283,2250,VALIDATED,2018-10-26 17:10:34,2018-11-05,DDT_TOO
MAXI_J1820+070,18 20 21.91,+07 11 06.3,2018-10-23 7:47:11,1200120284,1548,VALIDATED,2018-10-27 22:41:31,2018-11-06,DDT_TOO
MAXI_J1820+070,18 20 21.91,+07 11 06.6,2018-10-24 11:35:59,1200120285,797,VALIDATED,2018-10-28 15:19:37,2018-11-07,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.4,2018-10-25 3:02:40,1200120286,1718,VALIDATED,2018-10-29 19:34:04,2018-11-08,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 06.7,2018-10-26 9:56:46,1200120287,959,VALIDATED,2018-10-30 15:24:25,2018-11-09,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.3,2018-10-27 4:28:01,1200120288,3841,VALIDATED,2018-10-31 15:06:37,2018-11-10,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 06.6,2018-10-28 17:32:59,1200120289,1064,VALIDATED,2018-11-01 15:22:15,2018-11-11,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 06.5,2018-10-29 1:16:37,1200120290,5190,VALIDATED,2018-11-02 15:29:37,2018-11-12,DDT_TOO
MAXI_J1820+070,18 20 21.84,+07 11 06.4,2018-10-30 1:58:59,1200120291,2917,VALIDATED,2018-11-03 14:52:14,2018-11-13,DDT_TOO
MAXI_J1820+070,18 20 21.82,+07 11 06.0,2018-10-31 2:39:43,1200120292,2054,VALIDATED,2018-11-04 22:14:53,2018-11-14,DDT_TOO
MAXI_J1820+070,18 20 21.84,+07 11 06.2,2018-11-01 1:49:38,1200120293,2022,VALIDATED,2018-11-05 22:05:22,2018-11-15,DDT_TOO
MAXI_J1820+070,18 20 21.91,+07 10 56.6,2018-11-02 4:05:17,1200120294,1981,VALIDATED,2018-11-06 16:12:53,2018-11-16,DDT_TOO
MAXI_J1820+070,18 20 21.91,+07 11 06.2,2018-11-03 6:23:21,1200120295,1736,VALIDATED,2018-11-09 2:23:43,2018-11-17,DDT_TOO
MAXI_J1820+070,18 20 21.84,+07 11 06.3,2018-11-03 23:26:40,1200120296,1896,VALIDATED,2018-11-09 16:54:26,2018-11-18,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 05.5,2018-11-05 0:06:21,1200120297,3606,VALIDATED,2018-11-09 18:44:07,2018-11-19,DDT_TOO
MAXI_J1820+070,18 20 21.94,+07 11 05.8,2018-11-06 20:54:19,1200120298,1579,VALIDATED,2018-11-12 21:38:00,2018-11-20,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 05.9,2018-11-08 0:46:08,1200120299,2795,VALIDATED,2018-11-13 0:03:07,2018-11-22,DDT_TOO
MAXI_J1820+070,18 20 21.79,+07 11 05.6,2018-11-09 3:01:47,1200120301,2491.77511,VALIDATED,2018-11-13 19:50:36,2018-11-23,DDT_TOO
MAXI_J1820+070,18 20 21.91,+07 11 05.5,2018-11-10 11:29:52,1200120302,979.34644,VALIDATED,2018-11-14 15:44:04,2018-11-24,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 10 59.1,2018-11-11 15:18:50,1200120303,568.96573,VALIDATED,2018-11-15 18:02:02,2018-11-25,DDT_TOO
MAXI_J1820+070,18 20 21.96,+07 11 05.6,2018-11-12 9:51:47,1200120304,999.41246,VALIDATED,2018-11-16 16:14:08,2018-11-26,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 11 04.5,2018-11-13 9:02:43,1200120305,889.22932,VALIDATED,2018-11-17 18:53:56,2018-11-27,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 10 59.5,2018-11-14 11:19:18,1200120306,419.58078,VALIDATED,2018-11-18 18:27:24,2018-11-28,DDT_TOO
MAXI_J1820+070,18 20 22.13,+07 11 02.2,2018-11-16 12:45:50,1200120307,573.21484,VALIDATED,2018-11-21 18:09:29,2018-11-30,DDT_TOO
MAXI_J1820+070,18 20 22.10,+07 11 06.8,2018-11-17 10:37:20,1200120308,268.7159,VALIDATED,2018-11-21 19:58:07,2018-12-01,DDT_TOO
MAXI_J1820+070,18 20 22.15,+07 11 04.2,2018-11-18 8:01:23,1200120309,798.07895,VALIDATED,2018-11-25 22:27:39,2018-12-02,DDT_TOO
MAXI_J1820+070,18 20 21.96,+07 11 06.1,2018-11-19 5:38:41,1200120310,1526.98505,VALIDATED,2018-11-26 0:35:24,2018-12-03,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 05.6,2018-11-20 4:48:54,1200120311,1541.31787,VALIDATED,2018-11-26 20:40:29,2018-12-04,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 05.8,2018-11-21 19:41:00,1200120312,1739.25129,VALIDATED,2018-11-27 0:45:43,2018-12-05,DDT_TOO
MAXI_J1820+070,18 20 23.11,+07 11 05.8,2019-02-07 23:14:20,1200120313,1020,VALIDATED,2019-02-15 4:18:13,2019-02-21,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 11 05.9,2019-02-08 6:58:00,1200120314,8834.54956,VALIDATED,2019-02-15 7:15:29,2019-02-22,DDT_TOO
MAXI_J1820+070,18 20 22.08,+07 11 06.3,2019-02-08 23:47:58,1200120315,1450,VALIDATED,2019-02-19 6:17:34,2019-02-23,DDT_TOO
MAXI_J1820+070,18 20 21.79,+07 11 07.3,2019-02-13 16:31:39,1200120316,1070,VALIDATED,2019-02-21 21:38:16,2019-02-27,DDT_TOO
MAXI_J1820+070,18 20 21.74,+07 11 09.9,2019-02-14 9:38:18,1200120317,386,VALIDATED,2019-02-23 2:33:45,2019-02-28,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 07.5,2019-02-16 9:55:20,1200120318,3558,VALIDATED,2019-02-22 5:13:43,2019-03-02,DDT_TOO
MAXI_J1820+070,18 20 22.75,+07 10 59.2,2019-02-17 19:43:00,1200120319,6,VALIDATED,2019-02-23 5:30:53,2019-03-03,DDT_TOO
MAXI_J1820+070,18 20 22.25,+07 11 15.5,2019-02-26 1:12:56,1200120320,1457,VALIDATED,2019-03-04 14:28:27,2019-03-12,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 09.6,2019-03-05 3:42:20,2200120301,3166.91895,VALIDATED,2019-03-12 1:53:48,2019-03-19,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 11 08.9,2019-03-12 19:40:00,2200120302,395,VALIDATED,2019-03-18 17:52:48,2019-03-26,DDT_TOO
MAXI_J1820+070,18 20 21.94,+07 11 06.7,2019-03-17 15:35:20,2200120303,1944,VALIDATED,2019-03-24 3:40:10,2019-03-31,DDT_TOO
MAXI_J1820+070,18 20 21.60,+07 11 11.2,2019-03-18 20:33:47,2200120304,2192,VALIDATED,2019-03-24 5:16:37,2019-04-01,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 05.2,2019-03-19 16:39:19,2200120305,2871,VALIDATED,2019-03-24 7:25:36,2019-04-02,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.5,2019-03-20 0:21:10,2200120306,6973,VALIDATED,2019-03-24 7:53:53,2019-04-03,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 06.8,2019-03-21 5:43:09,2200120307,5540,VALIDATED,2019-03-26 22:37:49,2019-04-04,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.3,2019-03-22 8:21:39,2200120308,3973,VALIDATED,2019-04-05 22:32:39,2019-04-05,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 04.0,2019-03-23 16:26:36,2200120309,5903,VALIDATED,2019-04-05 23:51:12,2019-04-06,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 05.8,2019-03-24 0:10:21,2200120310,12001,VALIDATED,2019-04-06 0:11:12,2019-04-07,DDT_TOO
MAXI_J1820+070,18 20 21.84,+07 11 05.8,2019-03-25 13:16:40,2200120311,4365,VALIDATED,2019-04-06 2:04:52,2019-04-08,DDT_TOO
MAXI_J1820+070,18 20 21.84,+07 11 06.2,2019-03-26 0:06:42,2200120312,7306,VALIDATED,2019-04-06 2:19:00,2019-04-09,DDT_TOO
MAXI_J1820+070,18 20 21.82,+07 11 06.0,2019-03-27 0:51:20,2200120313,8798,VALIDATED,2019-04-06 3:21:09,2019-04-10,DDT_TOO
MAXI_J1820+070,18 20 21.72,+07 11 05.0,2019-03-28 17:15:00,2200120314,3576,VALIDATED,2019-04-06 5:20:19,2019-04-11,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 04.9,2019-03-29 17:46:40,2200120315,64,VALIDATED,2019-04-06 7:44:58,2019-04-12,DDT_TOO
MAXI_J1820+070,18 20 22.08,+07 11 05.2,2019-03-30 1:31:20,2200120316,612,VALIDATED,2019-04-05 19:20:17,2019-04-13,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 04.7,2019-04-01 18:45:00,2200120317,924,VALIDATED,2019-04-06 23:21:20,2019-04-15,DDT_TOO
MAXI_J1820+070,18 20 21.65,+07 11 07.3,2019-04-02 1:01:40,2200120318,196,VALIDATED,2019-04-06 23:43:50,2019-04-16,DDT_TOO
MAXI_J1820+070,18 20 22.25,+07 11 02.6,2019-04-09 16:49:32,2200120319,1348.56066,VALIDATED,2019-04-14 19:20:15,2019-04-23,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 11 06.3,2019-04-10 9:46:20,2200120320,1058,VALIDATED,2019-04-14 20:53:34,2019-04-24,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 11 06.0,2019-04-10 23:45:25,2200120321,1733,VALIDATED,2019-04-16 14:42:10,2019-04-25,DDT_TOO
MAXI_J1820+070,18 20 21.96,+07 11 01.9,2019-04-13 16:49:20,2200120322,1685.7701,VALIDATED,2019-04-18 16:40:22,2019-04-27,DDT_TOO
MAXI_J1820+070,18 20 22.06,+07 11 01.7,2019-04-14 17:26:03,2200120323,6062,VALIDATED,2019-04-29 18:59:01,2019-04-28,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 11 05.4,2019-04-14 23:53:40,2200120324,3111,VALIDATED,2019-04-29 19:10:58,2019-04-29,DDT_TOO
MAXI_J1820+070,18 20 22.42,+07 11 01.2,2019-04-16 17:21:42,2200120325,2238,VALIDATED,2019-04-22 19:51:02,2019-04-30,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 11 02.9,2019-04-18 20:40:27,2200120326,2330,VALIDATED,2019-04-23 0:17:35,2019-05-02,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 04.5,2019-04-19 1:25:00,2200120327,944,VALIDATED,2019-04-23 17:51:02,2019-05-03,DDT_TOO
MAXI_J1820+070,18 20 22.03,+07 11 05.7,2019-04-22 0:26:27,2200120328,2608,VALIDATED,2020-05-22 21:46:29,2019-05-06,DDT_TOO
MAXI_J1820+070,18 20 21.38,+07 11 13.6,2019-04-30 1:39:40,2200120329,2615,VALIDATED,2019-05-03 14:34:09,2019-05-14,DDT_TOO
MAXI_J1820+070,18 20 21.84,+07 11 14.2,2019-05-04 15:04:20,2200120330,1183,VALIDATED,2019-05-07 16:04:47,2019-05-18,DDT_TOO
MAXI_J1820+070,18 20 21.91,+07 11 09.6,2019-05-09 4:51:00,2200120331,1172,VALIDATED,2019-05-12 19:11:34,2019-05-23,DDT_TOO
MAXI_J1820+070,18 20 21.91,+07 11 08.7,2019-05-20 9:05:20,2200120332,1683,VALIDATED,2019-05-24 14:40:11,2019-06-03,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 06.4,2019-05-21 6:24:20,2200120333,950,VALIDATED,2019-05-28 17:25:26,2019-06-04,DDT_TOO
MAXI_J1820+070,18 20 22.03,+07 11 05.3,2019-05-24 22:11:40,2200120334,263,VALIDATED,2019-05-28 22:30:01,2019-06-07,DDT_TOO
MAXI_J1820+070,18 20 22.08,+07 11 07.2,2019-05-26 9:47:45,2200120335,2493,VALIDATED,2019-05-30 14:23:17,2019-06-09,DDT_TOO
MAXI_J1820+070,18 20 22.06,+07 11 06.9,2019-05-27 2:48:46,2200120336,3180,VALIDATED,2019-05-31 14:16:44,2019-06-10,DDT_TOO
MAXI_J1820+070,18 20 21.94,+07 11 07.4,2019-05-28 0:27:38,2200120337,765,VALIDATED,2019-06-01 13:40:18,2019-06-11,DDT_TOO
MAXI_J1820+070,18 20 21.91,+07 11 06.9,2019-05-30 3:33:40,2200120338,370,VALIDATED,2019-06-03 15:20:01,2019-06-13,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.3,2019-06-05 3:25:16,2200120339,212,VALIDATED,2019-06-09 21:43:01,2019-06-19,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 05.2,2019-06-06 8:47:09,2200120340,175,VALIDATED,2019-06-10 15:19:02,2019-06-20,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 06.2,2019-06-07 17:18:47,2200120341,489,VALIDATED,2019-06-11 15:58:50,2019-06-21,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 05.7,2019-06-08 1:03:07,2200120342,541,VALIDATED,2019-06-12 15:14:01,2019-06-22,DDT_TOO
MAXI_J1820+070,18 20 21.62,+07 10 54.6,2019-06-09 0:16:00,2200120343,156,VALIDATED,2019-06-14 19:20:42,2019-06-23,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.6,2019-08-12 15:03:12,2200120344,2361,VALIDATED,2019-08-16 20:18:03,2019-08-26,DDT_TOO
MAXI_J1820+070,18 20 21.94,+07 11 06.5,2019-08-13 0:20:00,2200120345,427,VALIDATED,2019-08-20 13:18:53,2019-08-27,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 06.2,2019-08-14 15:00:47,2200120346,1184,VALIDATED,2019-08-20 15:49:28,2019-08-28,DDT_TOO
MAXI_J1820+070,18 20 21.91,+07 11 06.5,2019-08-15 0:17:47,2200120347,5472,VALIDATED,2019-08-20 16:02:04,2019-08-29,DDT_TOO
MAXI_J1820+070,18 20 21.82,+07 11 05.0,2019-08-16 1:03:27,2200120348,5044,VALIDATED,2019-08-20 17:58:53,2019-08-30,DDT_TOO
MAXI_J1820+070,18 20 21.79,+07 11 03.7,2019-08-17 0:16:53,2200120349,5368,VALIDATED,2019-08-20 18:57:35,2019-08-31,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 05.6,2019-08-18 1:03:07,2200120350,4436,VALIDATED,2019-08-21 13:43:48,2019-09-01,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 05.7,2019-08-19 0:16:47,2200120351,4348,VALIDATED,2020-05-22 23:25:48,2019-09-02,DDT_TOO
MAXI_J1820+070,18 20 21.82,+07 11 06.7,2019-08-20 1:07:20,2200120352,1812,VALIDATED,2019-08-26 15:30:57,2019-09-03,DDT_TOO
MAXI_J1820+070,18 20 22.22,+07 11 12.8,2019-08-21 0:17:18,2200120353,0,VALIDATED,2019-08-26 17:00:40,2019-09-04,DDT_TOO
MAXI_J1820+070,18 20 22.73,+07 10 58.4,2019-08-22 18:29:35,2200120354,253,VALIDATED,2019-08-26 20:13:17,2019-09-05,DDT_TOO
MAXI_J1820+070,18 20 21.17,+07 11 03.9,2019-08-24 14:01:14,2200120355,425,VALIDATED,2019-08-28 16:27:05,2019-09-07,DDT_TOO
MAXI_J1820+070,18 20 21.84,+07 11 04.1,2019-08-25 17:50:42,2200120356,676,VALIDATED,2019-08-29 15:49:48,2019-09-08,DDT_TOO
MAXI_J1820+070,18 20 21.84,+07 11 04.8,2019-08-25 23:59:52,2200120357,881,VALIDATED,2019-09-03 20:12:12,2019-09-09,DDT_TOO
MAXI_J1820+070,18 20 23.18,+07 11 04.4,2019-08-27 20:48:13,2200120358,797,VALIDATED,2019-09-04 0:01:08,2019-09-10,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 05.9,2019-08-29 16:20:00,2200120359,727,VALIDATED,2019-09-04 3:36:46,2019-09-12,DDT_TOO
MAXI_J1820+070,18 20 21.94,+07 11 06.1,2019-08-30 4:43:40,2200120360,1337,VALIDATED,2019-09-06 19:48:19,2019-09-13,DDT_TOO
MAXI_J1820+070,18 20 21.94,+07 11 06.0,2019-08-31 0:49:40,2200120361,1323,VALIDATED,2019-09-06 20:54:57,2019-09-14,DDT_TOO
MAXI_J1820+070,18 20 22.82,+07 11 15.8,2019-09-01 3:10:00,2200120362,321,VALIDATED,2019-09-09 20:25:58,2019-09-15,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 05.7,2019-09-02 0:48:00,2200120363,3509,VALIDATED,2019-09-09 21:50:50,2019-09-16,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 05.4,2019-09-03 1:13:37,2200120364,2068,VALIDATED,2019-09-09 23:39:01,2019-09-17,DDT_TOO
MAXI_J1820+070,18 20 22.68,+07 10 59.8,2019-09-04 12:50:03,2200120365,101,VALIDATED,2019-09-10 2:36:44,2019-09-18,DDT_TOO
MAXI_J1820+070,18 20 22.06,+07 11 06.7,2019-09-05 10:29:07,2200120366,682,VALIDATED,2019-09-10 16:24:11,2019-09-19,DDT_TOO
MAXI_J1820+070,18 20 22.34,+07 11 02.8,2019-09-06 3:32:20,2200120367,934,VALIDATED,2019-09-10 17:52:41,2019-09-20,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 05.6,2019-09-07 4:18:02,2200120368,1789,VALIDATED,2019-09-11 18:56:27,2019-09-21,DDT_TOO
MAXI_J1820+070,18 20 22.01,+07 11 06.1,2019-09-08 1:56:06,2200120369,3021,VALIDATED,2019-09-12 14:56:57,2019-09-22,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 06.0,2019-09-09 4:48:40,2200120370,1706,VALIDATED,2019-09-13 15:13:05,2019-09-23,DDT_TOO
MAXI_J1820+070,18 20 21.96,+07 11 06.3,2019-09-10 0:33:00,2200120371,1271,VALIDATED,2019-09-14 14:35:52,2019-09-24,DDT_TOO
MAXI_J1820+070,18 20 21.96,+07 11 06.5,2019-09-11 16:57:20,2200120372,1442,VALIDATED,2019-09-15 14:49:52,2019-09-25,DDT_TOO
MAXI_J1820+070,18 20 22.30,+07 11 05.5,2019-09-12 12:47:20,2200120373,534,VALIDATED,2019-09-16 15:01:50,2019-09-26,DDT_TOO
MAXI_J1820+070,18 20 22.18,+07 11 05.3,2019-09-13 13:31:42,2200120374,1295,VALIDATED,2019-09-16 16:26:54,2019-09-27,DDT_TOO
MAXI_J1820+070,18 20 22.20,+07 11 05.6,2019-09-14 0:22:00,2200120375,1001,VALIDATED,2019-09-19 14:47:57,2019-09-28,DDT_TOO
MAXI_J1820+070,18 20 23.88,+07 11 01.6,2019-09-15 1:10:20,2200120376,0,VALIDATED,2019-09-20 16:55:43,2019-09-29,DDT_TOO
MAXI_J1820+070,18 20 21.82,+07 11 10.2,2019-09-24 9:38:00,2200120377,2304,VALIDATED,2019-09-28 14:57:23,2019-10-08,DDT_TOO
MAXI_J1820+070,18 20 21.96,+07 11 10.5,2019-09-25 19:42:59,2200120378,285,VALIDATED,2019-09-30 19:21:01,2019-10-09,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 09.3,2019-10-06 1:03:20,2200120379,772,VALIDATED,2019-10-11 19:00:45,2019-10-20,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 04.2,2019-10-10 5:26:51,2200120380,1244,VALIDATED,2019-10-14 23:48:21,2019-10-24,DDT_TOO
MAXI_J1820+070,18 20 21.82,+07 11 05.6,2019-10-12 16:29:40,2200120381,2327,VALIDATED,2019-10-22 19:21:58,2019-10-26,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 06.4,2019-10-20 14:21:21,2200120382,1011,VALIDATED,2019-10-25 16:21:59,2019-11-03,DDT_TOO
MAXI_J1820+070,18 20 21.86,+07 11 06.8,2019-10-24 0:49:40,2200120383,1679,VALIDATED,2019-10-28 14:40:28,2019-11-07,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.5,2019-10-25 12:26:40,2200120384,869,VALIDATED,2019-10-30 18:19:05,2019-11-08,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.6,2019-10-29 2:43:00,2200120385,0,VALIDATED,2019-11-03 18:10:56,2019-11-12,DDT_TOO
MAXI_J1820+070,18 20 21.89,+07 11 06.0,2019-10-30 18:57:44,2200120386,0,VALIDATED,2019-11-03 22:40:14,2019-11-13,DDT_TOO
MAXI_J1820+070,18 20 21.82,+07 11 06.0,2019-11-01 17:25:59,2200120387,0,VALIDATED,2019-11-06 16:53:35,2019-11-15,DDT_TOO
MAXI_J1820+070,18 20 21.67,+07 11 04.4,2019-11-05 5:18:20,2200120388,0,VALIDATED,2019-11-10 0:08:07,2019-11-19,DDT_TOO
MAXI_J1820+070,18 20 22.58,+07 11 10.6,2019-11-08 12:08:50,2200120389,0,VALIDATED,2019-11-14 2:11:44,2019-11-22,DDT_TOO
MAXI_J1820+070,18 20 22.70,+07 11 08.9,2019-11-17 0:40:00,2200120390,0,VALIDATED,2019-11-23 19:37:56,2019-12-01,DDT_TOO
MAXI_J1820+070,18 20 21.96,+07 11 06.4,2019-11-20 1:43:40,2200120391,460.29656,VALIDATED,2019-11-26 4:28:01,2019-12-04,DDT_TOO
MAXI_J1820+070,18 20 22.25,+07 11 07.4,2019-11-22 23:03:05,2200120392,0,VALIDATED,2019-11-27 18:50:41,2019-12-06,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 06.0,2020-02-01 7:26:40,2200120393,0,VALIDATED,2020-02-05 20:43:58,2020-02-15,DDT_TOO
MAXI_J1820+070,18 20 22.06,+07 11 05.5,2020-02-03 9:05:00,2200120394,0,VALIDATED,2020-02-07 17:55:35,2020-02-17,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 06.3,2020-02-04 11:24:20,2200120395,0,VALIDATED,2020-02-08 15:50:10,2020-02-18,DDT_TOO
MAXI_J1820+070,18 20 22.18,+07 11 06.7,2020-02-04 23:50:20,2200120396,0,VALIDATED,2020-02-09 14:12:16,2020-02-19,DDT_TOO
MAXI_J1820+070,18 20 21.98,+07 11 08.0,2020-02-06 5:17:20,2200120397,937,VALIDATED,2020-02-10 15:20:57,2020-02-20,DDT_TOO
MAXI_J1820+070,18 20 22.08,+07 11 06.5,2020-02-07 15:20:40,2200120398,0,VALIDATED,2020-02-19 1:01:03,2020-02-21,DDT_TOO
MAXI_J1820+070,18 20 22.13,+07 11 07.4,2020-02-08 8:23:00,2200120399,0,VALIDATED,2020-02-19 3:09:58,2020-02-22,DDT_TOO
MAXI_J1820+070,18 20 22.10,+07 11 07.0,2020-02-09 2:58:00,2200120401,0,VALIDATED,2020-02-19 4:43:17,2020-02-23,DDT_TOO
MAXI_J1820+070,18 20 22.03,+07 11 06.5,2020-02-10 5:19:00,2200120402,0,VALIDATED,2020-02-20 20:40:29,2020-02-24,DDT_TOO
MAXI_J1820+070,18 20 21.72,+07 11 08.9,2020-02-19 19:07:52,2200120403,0,VALIDATED,2020-02-25 1:06:36,2020-03-04,DDT_TOO
MAXI_J1820+070,18 20 22.56,+07 10 45.0,2020-02-25 19:12:00,2200120404,0,VALIDATED,2020-03-02 21:19:31,2020-03-10,DDT_TOO
MAXI_J1820+070,18 20 21.58,+07 11 14.6,2020-02-25 23:56:22,2200120405,0,VALIDATED,2020-03-03 22:42:55,2020-03-11,DDT_TOO
MAXI_J1820+070,18 20 21.94,+07 11 08.5,2020-02-27 2:06:20,2200120406,190,VALIDATED,2020-03-04 1:24:02,2020-03-12,DDT_TOO
MAXI_J1820+070,18 20 22.06,+07 11 10.9,2020-02-28 7:28:20,2200120407,942,VALIDATED,2020-03-04 4:26:05,2020-03-13,DDT_TOO
MAXI_J1820+070,18 20 22.30,+07 11 10.7,2020-02-29 6:43:51,2200120408,619,VALIDATED,2020-03-04 15:43:50,2020-03-14,DDT_TOO
MAXI_J1820+070,18 20 22.68,+07 11 08.0,2020-03-01 10:34:08,3200120401,613,VALIDATED,2020-03-05 16:16:41,2020-03-15,DDT_TOO
MAXI_J1820+070,18 20 22.70,+07 11 09.3,2020-03-02 0:28:14,3200120402,2737,VALIDATED,2020-05-23 8:04:34,2020-03-16,DDT_TOO
MAXI_J1820+070,18 20 21.77,+07 11 05.7,2020-03-03 2:42:16,3200120403,2601,VALIDATED,2020-03-08 16:04:19,2020-03-17,DDT_TOO
MAXI_J1820+070,18 20 22.20,+07 11 11.8,2020-03-04 17:40:00,3200120404,2287,VALIDATED,2020-03-09 18:17:02,2020-03-18,DDT_TOO
